#1:ID	#2:NameGroupA	#3:NameGroupB	#4:p.value	#5:FDR	#6:relationType	#7:PFC	#8:id.first	#9:id.second	#10:groupSize.first	#11:groupSize.second	#12:groupLinkDegree.first	#13:groupLinkDegree.second	#14:expectedLinks	#15:sharedOriglinks	#16:sharedRndlinks	#17:randMax
1508	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4911	0.166691	1.000000	+	0.998111	0	4348	46	7	4970	898	6.150000	9	615	93
1512	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4930	0.044818	1.000000	+	0.998700	0	4369	46	5	4970	735	5.360000	10	536	56
1515	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4944	0.247279	1.000000	-	0.997333	0	4384	46	6	4970	718	5.110000	3	511	75
1519	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4960	0.525972	1.000000	+	0.997500	0	4402	46	6	4970	249	1.760000	2	176	66
1522	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4971	0.197192	1.000000	-	1.000000	0	4414	46	5	4970	372	3.000000	1	300	65
1523	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP4972	0.195645	1.000000	+	0.995667	0	4415	46	5	4970	171	1.520000	3	152	51
1534	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP50	0.552523	1.000000	+	0.998400	0	4446	46	5	4970	623	4.950000	5	495	63
1535	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5005	0.514832	1.000000	+	0.991000	0	4453	46	5	4970	80	0.720000	1	72	44
1542	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5020	0.237128	1.000000	+	0.998000	0	4470	46	6	4970	55	0.270000	1	27	20
1546	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5028	0.055288	1.000000	+	0.993750	0	4478	46	5	4970	181	1.420000	4	142	53
1549	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5038	0.152965	1.000000	-	0.995750	0	4489	46	5	4970	948	7.180000	4	718	51
1550	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP504	0.329356	1.000000	+	0.994500	0	4491	46	6	4970	625	4.690000	6	469	68
1551	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5041	0.294761	1.000000	+	0.997667	0	4493	46	7	4970	922	7.190000	9	719	114
1552	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5044	0.032096	1.000000	+	0.997833	0	4496	46	5	4970	889	6.510000	12	651	89
1560	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5060	0.474046	1.000000	+	0.997000	0	4514	46	5	4970	81	0.640000	1	64	44
1561	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5061	0.115790	1.000000	-	0.998000	0	4515	46	6	4970	729	5.080000	2	508	45
1563	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5064	0.185534	1.000000	-	0.997000	0	4518	46	5	4970	415	3.080000	1	308	50
1564	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5068	0.709923	1.000000	-	0.990000	0	4522	46	5	4970	130	1.070000	1	107	53
1567	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5071	0.007377	1.000000	+	0.995800	0	4526	46	5	4970	970	7.320000	15	732	86
1572	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5083	0.584281	1.000000	-	0.996000	0	4539	46	5	4970	154	1.420000	1	142	37
1576	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5097	0.041986	1.000000	-	0.995000	0	4554	46	6	4970	804	6.480000	2	648	80
1577	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5102	0.584447	1.000000	-	0.993000	0	4561	46	5	4970	205	1.420000	1	142	41
1578	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5104	0.261115	1.000000	+	0.994000	0	4563	46	5	4970	225	1.770000	3	177	61
1580	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5109	0.002543	1.000000	+	0.995800	0	4568	46	5	4970	114	0.930000	5	93	43
1583	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP512	0.164964	1.000000	+	0.997818	0	4580	46	5	4970	1136	7.840000	11	784	74
1584	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5120	0.000034	0.115715	+	0.998091	0	4581	46	6	4970	395	2.370000	11	237	58
1586	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5123	0.057476	1.000000	-	0.997500	0	4584	46	5	4970	876	6.050000	2	605	68
1590	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5137	0.501607	1.000000	-	0.997333	0	4599	46	6	4970	494	3.660000	3	366	85
1594	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP515	0.227693	1.000000	+	0.998846	0	4613	46	5	4970	1321	10.240000	13	1024	63
1598	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5154	0.165320	1.000000	-	1.000000	0	4618	46	5	4970	388	3.230000	1	323	55
1599	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5157	0.143589	1.000000	-	0.997500	0	4621	46	5	4970	678	4.760000	2	476	52
1600	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP516	0.102067	1.000000	-	0.990000	0	4624	46	5	4970	561	3.840000	1	384	56
1601	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5160	0.214337	1.000000	+	0.997500	0	4625	46	6	4970	1004	7.440000	10	744	43
1603	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5171	0.002839	1.000000	+	0.997500	0	4637	46	6	4970	14	0.080000	2	8	7
1605	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5175	0.000009	0.031419	+	0.998154	0	4641	46	5	4970	431	2.900000	13	290	51
1607	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5181	0.066622	1.000000	+	0.997125	0	4648	46	6	4970	615	4.260000	8	426	50
1608	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5183	0.269499	1.000000	+	0.997714	0	4650	46	6	4970	724	5.220000	7	522	40
1609	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5186	0.000001	0.002207	+	0.997000	0	4653	46	5	4970	144	1.250000	10	125	52
1612	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5194	0.072465	1.000000	-	0.999000	0	4662	46	5	4970	565	4.260000	1	426	59
1616	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5203	0.589417	1.000000	-	0.998000	0	4673	46	6	4970	715	5.150000	5	515	77
1627	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5232	0.183645	1.000000	-	0.996400	0	4705	46	5	4970	1041	8.030000	5	803	58
1628	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5233	0.027571	1.000000	+	0.996917	0	4706	46	5	4970	939	6.360000	12	636	55
1633	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5242	0.367745	1.000000	-	0.994000	0	4716	46	5	4970	455	3.250000	2	325	71
1639	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5273	0.000002	0.005697	+	0.997867	0	4750	46	6	4970	444	3.300000	15	330	55
1646	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP530	0.019881	1.000000	+	0.996143	0	4780	46	5	4970	1046	7.510000	14	751	101
1652	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5313	0.009207	1.000000	-	0.998000	0	4795	46	5	4970	866	6.650000	1	665	65
1654	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP532	0.013517	1.000000	+	0.996538	0	4802	46	5	4970	925	6.430000	13	643	94
1662	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5336	0.651449	1.000000	-	0.992000	0	4820	46	6	4970	140	1.230000	1	123	70
1688	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5419	0.415609	1.000000	+	0.996500	0	4912	46	6	4970	536	3.280000	4	328	65
1689	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP542	0.329797	1.000000	-	0.996857	0	4913	46	5	4970	2067	16.330000	14	1633	134
1690	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5421	0.465890	1.000000	-	0.997000	0	4915	46	5	4970	325	2.810000	2	281	63
1692	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5432	0.220026	1.000000	+	0.999000	0	4927	46	5	4970	108	0.880000	2	88	41
1694	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5434	0.055549	1.000000	-	0.999000	0	4929	46	5	4970	617	4.580000	1	458	52
1702	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5452	0.034264	1.000000	+	0.995000	0	4949	46	5	4970	369	2.390000	6	239	45
1703	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5455	0.055613	1.000000	+	0.995000	0	4952	46	5	4970	47	0.380000	2	38	28
1704	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5461	0.009394	1.000000	-	0.997400	0	4959	46	5	4970	1750	12.970000	5	1297	84
1709	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5476	0.223945	1.000000	-	0.998400	0	4975	46	5	4970	1000	7.620000	5	762	95
1714	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5498	0.072271	1.000000	+	0.996667	0	4999	46	6	4970	108	0.960000	3	96	35
1727	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP553	0.438386	1.000000	-	1.000000	0	5035	46	6	4970	222	1.880000	1	188	41
1730	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5541	0.220028	1.000000	+	0.996333	0	5048	46	6	4970	560	4.040000	6	404	91
1731	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5543	0.012354	1.000000	-	0.996000	0	5050	46	5	4970	796	6.320000	1	632	97
1734	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5546	0.003115	1.000000	+	0.997529	0	5053	46	5	4970	1138	8.000000	17	800	92
1735	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5548	0.000000	0.000001	+	0.998692	0	5055	46	5	4970	149	1.210000	13	121	27
1736	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP555	0.058962	1.000000	+	0.999667	0	5057	46	5	4970	124	0.880000	3	88	23
1738	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP557	0.175471	1.000000	+	0.995400	0	5079	46	6	4970	461	2.950000	5	295	76
1742	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5585	0.000014	0.049079	+	0.996200	0	5096	46	7	4970	555	3.950000	15	395	85
1743	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5588	0.326577	1.000000	-	0.997000	0	5099	46	6	4970	427	3.460000	2	346	86
1749	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5603	0.589472	1.000000	-	0.997750	0	5117	46	5	4970	523	4.200000	4	420	57
1751	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5609	0.489681	1.000000	+	0.998000	0	5123	46	7	4970	83	0.670000	1	67	39
1754	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5612	0.175964	1.000000	+	0.993500	0	5127	46	5	4970	285	2.180000	4	218	48
1764	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5640	0.147185	1.000000	+	0.997800	0	5158	46	5	4970	1539	11.090000	15	1109	99
1766	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5645	0.245781	1.000000	+	0.993500	0	5163	46	5	4970	122	0.950000	2	95	41
1769	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5655	0.009044	1.000000	-	0.998000	0	5174	46	5	4970	878	6.670000	1	667	67
1770	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5657	0.582352	1.000000	-	0.995000	0	5176	46	5	4970	311	2.350000	2	235	66
1776	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP567	0.004050	1.000000	+	0.996250	0	5190	46	5	4970	106	0.640000	4	64	31
1777	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5670	0.590763	1.000000	+	0.996000	0	5191	46	5	4970	115	0.890000	1	89	39
1780	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP568	0.324999	1.000000	-	1.000000	0	5201	46	6	4970	296	2.320000	1	232	59
1783	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5686	0.303067	1.000000	+	0.996000	0	5208	46	5	4970	61	0.360000	1	36	22
1784	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5687	0.039494	1.000000	-	0.995000	0	5209	46	5	4970	906	6.550000	2	655	60
1786	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5695	0.420991	1.000000	-	0.998000	0	5218	46	6	4970	930	7.180000	6	718	82
1788	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP57	0.005283	1.000000	+	0.996333	0	5223	46	6	4970	55	0.350000	3	35	26
1801	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5730	0.000140	0.476064	+	0.995333	0	5258	46	5	4970	82	0.780000	6	78	24
1802	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5735	0.000023	0.079469	+	0.998500	0	5263	46	5	4970	549	3.650000	14	365	45
1807	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5744	0.084496	1.000000	-	0.997900	0	5273	46	5	4970	2009	15.600000	10	1560	113
1811	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5748	0.456071	1.000000	+	0.998000	0	5277	46	5	4970	230	1.540000	2	154	43
1816	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5760	0.223697	1.000000	+	0.996231	0	5291	46	5	4970	1410	10.200000	13	1020	86
1817	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5761	0.237469	1.000000	+	0.997833	0	5292	46	5	4970	569	4.150000	6	415	66
1822	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5783	0.222979	1.000000	+	0.994333	0	5316	46	5	4970	536	4.060000	6	406	77
1823	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5787	0.001050	1.000000	+	0.998100	0	5320	46	5	4970	443	3.020000	10	302	47
1825	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5791	0.548913	1.000000	-	0.997667	0	5325	46	5	4970	485	3.440000	3	344	45
1828	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5795	0.507792	1.000000	+	0.996500	0	5329	46	6	4970	179	1.700000	2	170	32
1847	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5836	0.486194	1.000000	-	0.991000	0	5375	46	5	4970	221	1.720000	1	172	36
1850	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5841	0.000050	0.170476	+	0.998000	0	5381	46	6	4970	1291	9.670000	24	967	106
1855	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5859	0.372148	1.000000	+	0.995667	0	5400	46	5	4970	253	2.180000	3	218	59
1856	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5862	0.124369	1.000000	-	0.998000	0	5404	46	5	4970	1772	13.560000	9	1356	97
1863	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP588	0.633252	1.000000	-	0.991000	0	5423	46	5	4970	225	2.160000	2	216	62
1865	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5889	0.000000	0.000001	+	0.998864	0	5433	46	5	4970	621	4.140000	22	414	57
1873	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5907	0.000850	1.000000	+	0.995778	0	5454	46	6	4970	362	2.420000	9	242	54
1880	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5929	0.105080	1.000000	+	0.996000	0	5478	46	5	4970	165	1.130000	3	113	65
1883	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5940	0.308458	1.000000	+	0.990500	0	5491	46	5	4970	143	1.120000	2	112	48
1885	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5944	0.222590	1.000000	-	0.999000	0	5495	46	5	4970	540	4.090000	2	409	42
1886	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5945	0.000000	0.000000	+	0.997941	0	5496	46	5	4970	119	0.900000	17	90	29
1887	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5947	0.001123	1.000000	-	0.998000	0	5498	46	7	4970	2145	16.010000	5	1601	130
1892	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5962	0.341335	1.000000	-	1.000000	0	5515	46	6	4970	280	2.250000	1	225	56
1893	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5969	0.068395	1.000000	-	0.999000	0	5522	46	5	4970	638	4.330000	1	433	78
1896	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5973	0.382679	1.000000	+	0.994000	0	5527	46	5	4970	49	0.480000	1	48	29
1897	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5974	0.129143	1.000000	+	0.998333	0	5528	46	5	4970	820	5.790000	9	579	87
1899	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5979	0.000000	0.000005	+	0.998038	0	5533	46	6	4970	856	6.230000	26	623	81
1901	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5982	0.435580	1.000000	-	0.996000	0	5537	46	6	4970	237	1.890000	1	189	66
1904	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP5989	0.524171	1.000000	+	0.994000	0	5544	46	5	4970	102	0.740000	1	74	42
1908	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6	0.024332	1.000000	+	0.996917	0	5556	46	6	4970	877	6.230000	12	623	75
1910	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6003	0.514451	1.000000	+	0.993000	0	5562	46	7	4970	389	2.730000	3	273	61
1915	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6019	0.018059	1.000000	+	0.997750	0	5579	46	5	4970	470	3.270000	8	327	46
1918	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6024	0.373313	1.000000	-	0.996800	0	5585	46	5	4970	961	6.450000	5	645	59
1922	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6031	0.378658	1.000000	+	0.996750	0	5593	46	6	4970	901	6.850000	8	685	82
1926	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6039	0.669639	1.000000	-	0.993000	0	5601	46	5	4970	168	1.180000	1	118	41
1928	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6043	0.008317	1.000000	+	0.997818	0	5606	46	5	4970	669	4.700000	11	470	86
1929	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6046	0.264350	1.000000	-	0.998250	0	5609	46	5	4970	781	6.130000	4	613	102
1932	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6053	0.099627	1.000000	-	0.990000	0	5617	46	5	4970	554	3.870000	1	387	89
1933	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6057	0.210231	1.000000	-	0.998500	0	5621	46	5	4970	506	4.180000	2	418	101
1939	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP608	0.638667	1.000000	-	0.998500	0	5646	46	5	4970	347	2.140000	2	214	29
1946	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6098	0.022455	1.000000	+	0.998526	0	5666	46	6	4970	1436	11.440000	19	1144	114
1949	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6105	0.471502	1.000000	-	0.996750	0	5675	46	7	4970	640	4.820000	4	482	52
1953	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP611	0.535806	1.000000	-	0.997667	0	5680	46	5	4970	474	3.500000	3	350	74
1958	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6125	0.027179	1.000000	-	0.997000	0	5697	46	5	4970	835	5.420000	1	542	71
1959	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6128	0.654937	1.000000	-	0.998500	0	5700	46	5	4970	248	2.080000	2	208	49
1961	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6130	0.582088	1.000000	-	0.994000	0	5703	46	5	4970	366	3.290000	3	329	72
1967	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6148	0.467615	1.000000	+	0.996000	0	5722	46	5	4970	1049	7.440000	8	744	92
1969	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6152	0.061872	1.000000	-	0.997000	0	5727	46	5	4970	1012	7.360000	3	736	80
1974	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6163	0.045523	1.000000	+	0.995000	0	5739	46	6	4970	39	0.340000	2	34	22
1976	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6169	0.071280	1.000000	-	0.998000	0	5745	46	5	4970	520	4.280000	1	428	73
1985	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6193	0.626434	1.000000	-	1.000000	0	5772	46	5	4970	178	1.300000	1	130	44
1986	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6199	0.570700	1.000000	-	0.992000	0	5778	46	5	4970	190	1.460000	1	146	46
1990	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6221	0.520243	1.000000	-	0.993500	0	5804	46	6	4970	320	2.590000	2	259	62
1998	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6237	0.104601	1.000000	-	0.993500	0	5821	46	5	4970	703	5.220000	2	522	86
2001	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6246	0.550445	1.000000	-	0.997000	0	5831	46	6	4970	186	1.520000	1	152	58
2002	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6248	0.060386	1.000000	-	1.000000	0	5833	46	5	4970	623	4.480000	1	448	35
2004	GLYCOLYSIS_/_GLUCONEOGENESIS_-_HOMO_SAPIENS_(HUMAN)	GROUP6254	0.036634	1.000000	+	0.996900	0	5840	46	5	4970	718	5.170000	10	517	92
